"sex","age","region","placesize","depress","income","ls","marital","workab"
"MALE",76,"Slaskie","RURAL AREAS",13,750,"PLEASED","MARRIED","NO"
"MALE",32,"Dolnoslaskie","URBAN 200,000-500,000",0,3500,"MIXED","MARRIED","NO"
"FEMALE",25,"Podlaskie","URBAN 100,000-200,000",0,1000,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",81,"Slaskie","URBAN 200,000-500,000",14,1100,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",46,"Zachodnio-pomorskie","RURAL AREAS",3,3000,"PLEASED","MARRIED","NO"
"MALE",54,"Wielkopolskie","URBAN 100,000-200,000",3,1500,"PLEASED","MARRIED","NO"
"FEMALE",32,"Lubuskie","URBAN 200,000-500,000",2,1000,"PLEASED","MARRIED","NO"
"MALE",19,"Kujawsko-pomorskie","RURAL AREAS",1,-8,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",31,"Pomorskie","URBAN 20,000-100,000",7,4500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",52,"Mazowieckie","URBAN 100,000-200,000",5,1500,"UNHAPPY","MARRIED","NO"
"FEMALE",44,"Kujawsko-pomorskie","URBAN BELOW 20,000",2,1500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",54,"Malopolskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",67,"Slaskie","RURAL AREAS",8,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",24,"Dolnoslaskie","RURAL AREAS",5,1500,"PLEASED","SINGLE","NO"
"FEMALE",63,"Malopolskie","RURAL AREAS",11,800,"MIXED","MARRIED","NO"
"MALE",23,"Wielkopolskie","URBAN 200,000-500,000",0,1500,"PLEASED","SINGLE","NO"
"FEMALE",38,"Pomorskie","URBAN 100,000-200,000",2,1300,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",82,"Lubelskie","RURAL AREAS",18,1000,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",60,"Kujawsko-pomorskie","URBAN BELOW 20,000",4,1000,"MIXED","SINGLE","NO"
"FEMALE",66,"Slaskie","URBAN 200,000-500,000",13,1500,"MIXED","MARRIED","NO"
"MALE",56,"Mazowieckie","RURAL AREAS",0,2200,"PLEASED","MARRIED","NO"
"MALE",66,"Lubelskie","RURAL AREAS",13,1876,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",66,"Lubelskie","RURAL AREAS",NA,750,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",80,"Podlaskie","RURAL AREAS",12,900,"MIXED","WIDOWED","NO"
"MALE",39,"Swietokrzyskie","RURAL AREAS",1,1500,"MIXED","SINGLE","NO"
"MALE",61,"Pomorskie","URBAN BELOW 20,000",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Zachodnio-pomorskie","URBAN 100,000-200,000",2,2000,"PLEASED","MARRIED","NO"
"FEMALE",37,"Opolskie","URBAN 100,000-200,000",3,NA,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",33,"Slaskie","URBAN 200,000-500,000",3,-8,"MIXED","MARRIED","NO"
"MALE",61,"Podlaskie","RURAL AREAS",4,500,"PLEASED","MARRIED","NO"
"FEMALE",74,"Malopolskie","RURAL AREAS",15,825,"MIXED","WIDOWED","NO"
"MALE",45,"Malopolskie","RURAL AREAS",NA,1800,"MIXED","MARRIED","NO"
"MALE",68,"Swietokrzyskie","RURAL AREAS",8,1999,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",88,"Lubuskie","URBAN 200,000-500,000",16,1600,"MIXED","MARRIED","NO"
"FEMALE",40,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,NA,"PLEASED","MARRIED","NO"
"MALE",67,"Swietokrzyskie","URBAN 20,000-100,000",15,840,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",74,"Malopolskie","URBAN 100,000-200,000",4,2000,"PLEASED","MARRIED","NO"
"FEMALE",53,"Pomorskie","RURAL AREAS",3,2800,"PLEASED","MARRIED","NO"
"MALE",77,"Lodzkie","URBAN 500,000 AND OVER",11,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",85,"Slaskie","RURAL AREAS",10,1500,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",32,"Dolnoslaskie","URBAN 500,000 AND OVER",0,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",90,"Slaskie","URBAN 100,000-200,000",11,1200,"PLEASED","MARRIED","NO"
"FEMALE",30,"Lubuskie","URBAN BELOW 20,000",0,2000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",66,"Wielkopolskie","URBAN 100,000-200,000",9,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",25,"Zachodnio-pomorskie","RURAL AREAS",0,1000,"PLEASED","SINGLE","NO"
"MALE",60,"Lubuskie","RURAL AREAS",7,800,"PLEASED","MARRIED","NO"
"FEMALE",41,"Malopolskie","RURAL AREAS",5,1300,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",60,"Zachodnio-pomorskie","URBAN 100,000-200,000",1,2200,"PLEASED","MARRIED","NO"
"MALE",79,"Pomorskie","URBAN 20,000-100,000",12,2200,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",24,"Kujawsko-pomorskie","RURAL AREAS",0,1500,"PLEASED","MARRIED","NO"
"FEMALE",16,"Swietokrzyskie","URBAN BELOW 20,000",2,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",58,"Wielkopolskie","RURAL AREAS",13,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",76,"Slaskie","URBAN 200,000-500,000",10,1020,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",18,"Zachodnio-pomorskie","RURAL AREAS",2,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",48,"Wielkopolskie","URBAN 500,000 AND OVER",6,1000,"PLEASED","MARRIED","NO"
"FEMALE",28,"Lubuskie","URBAN BELOW 20,000",2,1000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",20,"Lodzkie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",31,"Wielkopolskie","RURAL AREAS",3,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",65,"Zachodnio-pomorskie","URBAN 100,000-200,000",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Podkarpackie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",18,"Malopolskie","URBAN 100,000-200,000",0,NA,"PLEASED","MARRIED",NA
"MALE",73,"Slaskie","URBAN 100,000-200,000",12,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",75,"Lubelskie","RURAL AREAS",9,800,"MIXED","WIDOWED","NO"
"MALE",53,"Lodzkie","RURAL AREAS",7,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",41,"Warminsko-mazurskie","URBAN 200,000-500,000",6,NA,"PLEASED","MARRIED","NO"
"MALE",38,"Podlaskie","RURAL AREAS",3,1000,"PLEASED","MARRIED","NO"
"MALE",58,"Kujawsko-pomorskie","URBAN 100,000-200,000",4,2500,"DELIGHTED","MARRIED","NO"
"FEMALE",50,"Slaskie","URBAN 200,000-500,000",NA,1000,"DELIGHTED","SINGLE","NO"
"MALE",61,"Podlaskie","RURAL AREAS",4,2000,"PLEASED","MARRIED","NO"
"FEMALE",75,"Swietokrzyskie","RURAL AREAS",8,1450,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",22,"Swietokrzyskie","RURAL AREAS",3,-8,"MIXED","SINGLE","NO"
"FEMALE",17,"Kujawsko-pomorskie","RURAL AREAS",4,NA,"PLEASED","SINGLE","NO"
"FEMALE",33,"Malopolskie","URBAN 500,000 AND OVER",9,-8,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",76,"Warminsko-mazurskie","RURAL AREAS",14,1000,"MIXED","WIDOWED","NO"
"FEMALE",55,"Zachodnio-pomorskie","URBAN 200,000-500,000",4,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",37,"Dolnoslaskie","URBAN 100,000-200,000",3,1800,"PLEASED","MARRIED","NO"
"MALE",68,"Slaskie","RURAL AREAS",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",62,"Dolnoslaskie","URBAN 100,000-200,000",6,1800,"PLEASED","MARRIED","NO"
"MALE",64,"Mazowieckie","RURAL AREAS",6,1800,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",25,"Podkarpackie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",35,"Pomorskie","URBAN 20,000-100,000",0,6800,"PLEASED","MARRIED","YES"
"MALE",25,"Slaskie","RURAL AREAS",3,3500,"PLEASED","SINGLE","NO"
"FEMALE",65,"Podkarpackie","RURAL AREAS",8,600,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",61,"Kujawsko-pomorskie","URBAN 20,000-100,000",4,2300,"PLEASED","MARRIED","NO"
"FEMALE",74,"Lubelskie","RURAL AREAS",10,1000,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"FEMALE",42,"Lubelskie","RURAL AREAS",0,1600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",49,"Lubuskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Lodzkie","URBAN BELOW 20,000",4,700,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",23,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,NA,"PLEASED","SINGLE",NA
"FEMALE",60,"Opolskie","RURAL AREAS",21,1800,"PLEASED","MARRIED","NO"
"FEMALE",86,"Opolskie","RURAL AREAS",11,900,"PLEASED","WIDOWED","NO"
"MALE",62,"Swietokrzyskie","URBAN 100,000-200,000",9,800,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",41,"Opolskie","RURAL AREAS",6,4000,"PLEASED","MARRIED","NO"
"MALE",36,"Lodzkie","RURAL AREAS",3,1000,"PLEASED","MARRIED","NO"
"MALE",18,"Malopolskie","URBAN 100,000-200,000",5,470,"PLEASED","SINGLE",NA
"FEMALE",57,"Mazowieckie","RURAL AREAS",3,1400,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",25,"Mazowieckie","RURAL AREAS",4,3500,"PLEASED","SINGLE","NO"
"FEMALE",32,"Warminsko-mazurskie","URBAN BELOW 20,000",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",60,"Pomorskie","URBAN 20,000-100,000",8,110,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",43,"Lodzkie","RURAL AREAS",2,1000,"PLEASED","MARRIED","NO"
"MALE",58,"Swietokrzyskie","URBAN 20,000-100,000",5,1200,"MIXED","DIVORCED","NO"
"MALE",83,"Opolskie","RURAL AREAS",11,1170,"MIXED","WIDOWED","NO"
"FEMALE",65,"Zachodnio-pomorskie","URBAN 20,000-100,000",6,1260,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",19,"Slaskie","URBAN 100,000-200,000",3,NA,"PLEASED","SINGLE","NO"
"FEMALE",70,"Zachodnio-pomorskie","URBAN 20,000-100,000",5,1050,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",38,"Dolnoslaskie","URBAN 100,000-200,000",1,3200,"PLEASED","MARRIED","NO"
"FEMALE",30,"Slaskie","URBAN BELOW 20,000",1,1500,"PLEASED","MARRIED","NO"
"MALE",60,"Warminsko-mazurskie","RURAL AREAS",5,1300,"PLEASED","MARRIED","NO"
"MALE",47,"Malopolskie","RURAL AREAS",4,2000,"PLEASED","MARRIED","NO"
"FEMALE",27,"Podkarpackie","URBAN 200,000-500,000",9,2500,"MIXED","SINGLE","NO"
"MALE",54,"Swietokrzyskie","URBAN BELOW 20,000",0,2500,"PLEASED","MARRIED","NO"
"FEMALE",29,"Kujawsko-pomorskie","RURAL AREAS",3,353,"MIXED","SINGLE","NO"
"FEMALE",22,"Slaskie","URBAN 100,000-200,000",3,1100,"PLEASED","SINGLE","NO"
"FEMALE",63,"Lodzkie","URBAN 500,000 AND OVER",4,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",52,"Wielkopolskie","RURAL AREAS",2,182,"PLEASED","MARRIED","NO"
"MALE",83,"Lubelskie","RURAL AREAS",9,1000,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",56,"Lodzkie","URBAN 100,000-200,000",6,1100,"PLEASED","MARRIED","NO"
"FEMALE",75,"Kujawsko-pomorskie","URBAN 200,000-500,000",13,700,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",46,"Kujawsko-pomorskie","RURAL AREAS",0,2000,"PLEASED","MARRIED",NA
"MALE",48,"Lubelskie","URBAN 20,000-100,000",NA,3300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",69,"Lubelskie","RURAL AREAS",14,1100,"PLEASED","MARRIED","NO"
"FEMALE",69,"Kujawsko-pomorskie","URBAN 200,000-500,000",5,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",76,"Mazowieckie","RURAL AREAS",9,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",83,"Malopolskie","URBAN 100,000-200,000",14,1700,"PLEASED","WIDOWED","NO"
"FEMALE",58,"Mazowieckie","URBAN 500,000 AND OVER",3,7000,"PLEASED","MARRIED","NO"
"MALE",68,"Dolnoslaskie","URBAN BELOW 20,000",15,1500,"MIXED","SINGLE","NO"
"FEMALE",66,"Wielkopolskie","URBAN 500,000 AND OVER",5,1600,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",61,"Pomorskie","URBAN 20,000-100,000",9,-8,"PLEASED","MARRIED","NO"
"FEMALE",76,"Lodzkie","RURAL AREAS",14,910,"PLEASED","WIDOWED","NO"
"FEMALE",32,"Slaskie","URBAN 20,000-100,000",0,1480,"PLEASED","SINGLE","NO"
"MALE",49,"Pomorskie","URBAN 100,000-200,000",3,3100,"PLEASED","MARRIED","NO"
"FEMALE",25,"Lodzkie","URBAN 500,000 AND OVER",0,1000,"PLEASED","SINGLE","NO"
"MALE",67,"Warminsko-mazurskie","RURAL AREAS",11,1000,"PLEASED","MARRIED","NO"
"FEMALE",77,"Warminsko-mazurskie","URBAN 200,000-500,000",15,620,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",17,"Opolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"MALE",66,"Zachodnio-pomorskie","RURAL AREAS",0,750,"PLEASED","MARRIED","NO"
"FEMALE",28,"Mazowieckie","RURAL AREAS",3,2600,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",49,"Mazowieckie","RURAL AREAS",1,2500,"PLEASED","MARRIED","NO"
"FEMALE",27,"Wielkopolskie","RURAL AREAS",1,1700,"MIXED","SINGLE","NO"
"FEMALE",69,"Lubelskie","RURAL AREAS",10,900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",22,"Malopolskie","URBAN 500,000 AND OVER",0,1000,"PLEASED","SINGLE","NO"
"MALE",44,"Dolnoslaskie","URBAN 100,000-200,000",3,-8,"PLEASED","MARRIED",NA
"MALE",75,"Warminsko-mazurskie","RURAL AREAS",14,830,"MIXED","WIDOWED","NO"
"FEMALE",45,"Malopolskie","RURAL AREAS",5,1300,"MIXED","MARRIED","NO"
"FEMALE",71,"Zachodnio-pomorskie","URBAN 20,000-100,000",6,1060,"PLEASED","WIDOWED","NO"
"FEMALE",63,"Malopolskie","RURAL AREAS",8,800,"MIXED","MARRIED","NO"
"FEMALE",46,"Pomorskie","URBAN 100,000-200,000",2,1800,"PLEASED","MARRIED","NO"
"MALE",17,"Podlaskie","RURAL AREAS",2,NA,"MIXED","SINGLE","NO"
"FEMALE",23,"Slaskie","RURAL AREAS",2,1300,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",31,"Dolnoslaskie","URBAN BELOW 20,000",4,630,"MIXED","MARRIED","NO"
"MALE",62,"Wielkopolskie","URBAN BELOW 20,000",3,2600,"PLEASED","MARRIED","NO"
"FEMALE",58,"Podkarpackie","RURAL AREAS",8,900,"PLEASED","DIVORCED","NO"
"MALE",63,"Zachodnio-pomorskie","URBAN 200,000-500,000",0,2400,"PLEASED","MARRIED","NO"
"FEMALE",34,"Wielkopolskie","URBAN 500,000 AND OVER",1,1200,"PLEASED","MARRIED","NO"
"MALE",39,"Malopolskie","RURAL AREAS",0,1700,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",32,"Pomorskie","RURAL AREAS",1,NA,"PLEASED","MARRIED","NO"
"FEMALE",16,"Wielkopolskie","RURAL AREAS",2,-8,"PLEASED","SINGLE",NA
"MALE",41,"Lubelskie","RURAL AREAS",7,500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",18,"Dolnoslaskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",87,"Lodzkie","URBAN BELOW 20,000",9,960,"MIXED","WIDOWED","NO"
"FEMALE",48,"Pomorskie","RURAL AREAS",3,2500,"PLEASED","MARRIED","NO"
"MALE",36,"Dolnoslaskie","URBAN 500,000 AND OVER",0,3500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",56,"Podkarpackie","RURAL AREAS",6,2500,"PLEASED","MARRIED","NO"
"FEMALE",58,"Warminsko-mazurskie","URBAN 100,000-200,000",7,1600,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Warminsko-mazurskie","URBAN 100,000-200,000",3,1400,"PLEASED","MARRIED","NO"
"FEMALE",74,"Mazowieckie","URBAN 500,000 AND OVER",9,1900,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",67,"Lodzkie","URBAN 500,000 AND OVER",8,1220,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Kujawsko-pomorskie","RURAL AREAS",NA,1300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",52,"Lodzkie","RURAL AREAS",2,1800,"MIXED","MARRIED","NO"
"FEMALE",59,"Wielkopolskie","URBAN BELOW 20,000",7,1290,"PLEASED","MARRIED","NO"
"FEMALE",83,"Malopolskie","URBAN 100,000-200,000",21,1520,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",60,"Podkarpackie","URBAN 100,000-200,000",2,1640,"PLEASED","MARRIED","NO"
"FEMALE",40,"Slaskie","URBAN 200,000-500,000",7,NA,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",45,"Malopolskie","RURAL AREAS",0,1200,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"FEMALE",64,"Slaskie","URBAN 20,000-100,000",5,1230,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",54,"Wielkopolskie","RURAL AREAS",3,-8,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",50,"Lubelskie","URBAN 100,000-200,000",6,2500,"PLEASED","MARRIED","NO"
"MALE",53,"Dolnoslaskie","URBAN 100,000-200,000",2,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",31,"Dolnoslaskie","URBAN 500,000 AND OVER",7,-8,"PLEASED","MARRIED","NO"
"FEMALE",23,"Lubelskie","URBAN BELOW 20,000",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",81,"Pomorskie","RURAL AREAS",11,1400,"PLEASED","WIDOWED","NO"
"FEMALE",64,"Dolnoslaskie","RURAL AREAS",14,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",56,"Warminsko-mazurskie","RURAL AREAS",3,2000,"PLEASED","MARRIED","NO"
"FEMALE",62,"Mazowieckie","URBAN 100,000-200,000",8,1400,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Slaskie","URBAN BELOW 20,000",0,-8,"MOSTLY SATISFIED","SINGLE",NA
"MALE",26,"Kujawsko-pomorskie","URBAN 20,000-100,000",3,3260,"PLEASED","SINGLE","NO"
"FEMALE",47,"Lubelskie","RURAL AREAS",2,1200,"PLEASED","MARRIED","NO"
"FEMALE",27,"Mazowieckie","RURAL AREAS",0,2000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",22,"Mazowieckie","URBAN 500,000 AND OVER",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",52,"Malopolskie","URBAN BELOW 20,000",0,2850,"PLEASED","MARRIED","NO"
"FEMALE",61,"Podlaskie","RURAL AREAS",9,730,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",68,"Slaskie","RURAL AREAS",9,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",63,"Kujawsko-pomorskie","URBAN 20,000-100,000",9,1300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Lodzkie","URBAN BELOW 20,000",1,700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",46,"Lodzkie","RURAL AREAS",3,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",23,"Lubelskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"MALE",80,"Podlaskie","URBAN 20,000-100,000",4,913,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Lubelskie","URBAN 100,000-200,000",5,-8,"TERRIBLE","SINGLE","NO"
"FEMALE",25,"Mazowieckie","URBAN 100,000-200,000",10,-8,"PLEASED","MARRIED",NA
"MALE",60,"Slaskie","URBAN 20,000-100,000",2,2100,"PLEASED","MARRIED","NO"
"FEMALE",62,"Podlaskie","URBAN BELOW 20,000",5,1250,"MIXED","WIDOWED","NO"
"FEMALE",73,"Kujawsko-pomorskie","URBAN BELOW 20,000",3,1880,"PLEASED","MARRIED","NO"
"MALE",33,"Wielkopolskie","RURAL AREAS",5,1000,"PLEASED","MARRIED","NO"
"FEMALE",52,"Mazowieckie","RURAL AREAS",5,900,"MIXED","MARRIED","NO"
"MALE",27,"Swietokrzyskie","RURAL AREAS",0,1400,"DELIGHTED",NA,"NO"
"FEMALE",58,"Opolskie","URBAN 200,000-500,000",2,900,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",42,"Mazowieckie","RURAL AREAS",9,2000,"MIXED","MARRIED","NO"
"MALE",27,"Wielkopolskie","URBAN 100,000-200,000",1,4500,"DELIGHTED","MARRIED","NO"
"FEMALE",52,"Malopolskie","RURAL AREAS",6,630,"PLEASED","MARRIED","NO"
"FEMALE",20,"Slaskie","URBAN 100,000-200,000",0,-8,"PLEASED","SINGLE","NO"
"FEMALE",32,"Wielkopolskie","URBAN BELOW 20,000",4,600,"PLEASED","SINGLE","NO"
"FEMALE",83,"Lubelskie","RURAL AREAS",7,5200,"PLEASED","WIDOWED","NO"
"FEMALE",62,"Slaskie","RURAL AREAS",14,952,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Podlaskie","RURAL AREAS",9,750,"PLEASED","MARRIED","NO"
"MALE",65,"Malopolskie","RURAL AREAS",5,610,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",53,"Warminsko-mazurskie","URBAN 100,000-200,000",2,NA,"PLEASED","WIDOWED","NO"
"MALE",19,"Slaskie","RURAL AREAS",0,NA,"MIXED","SINGLE",NA
"FEMALE",21,"Mazowieckie","RURAL AREAS",14,NA,"MOSTLY SATISFIED","MARRIED",NA
"MALE",24,"Kujawsko-pomorskie","RURAL AREAS",1,1181,"MOSTLY SATISFIED","SINGLE",NA
"MALE",56,"Slaskie","URBAN 100,000-200,000",6,2300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",76,"Malopolskie","RURAL AREAS",13,700,"DELIGHTED","SINGLE","NO"
"MALE",17,"Slaskie","URBAN 20,000-100,000",NA,NA,"PLEASED","SINGLE","NO"
"FEMALE",43,"Lubelskie","RURAL AREAS",NA,450,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",41,"Dolnoslaskie","RURAL AREAS",4,-8,"PLEASED","MARRIED","NO"
"FEMALE",60,"Malopolskie","URBAN 500,000 AND OVER",6,-8,"MIXED","MARRIED","NO"
"MALE",42,"Warminsko-mazurskie","RURAL AREAS",NA,2500,"PLEASED","MARRIED","NO"
"MALE",52,"Dolnoslaskie","URBAN 500,000 AND OVER",21,3000,"MIXED","MARRIED","NO"
"MALE",65,"Malopolskie","RURAL AREAS",11,855,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",23,"Slaskie","RURAL AREAS",0,NA,"PLEASED","MARRIED","NO"
"MALE",29,"Kujawsko-pomorskie","RURAL AREAS",3,-8,"MIXED","SINGLE","YES"
"FEMALE",51,"Pomorskie","URBAN 100,000-200,000",4,4500,"PLEASED","MARRIED","YES"
"FEMALE",79,"Pomorskie","RURAL AREAS",12,760,"DELIGHTED","MARRIED","NO"
"MALE",75,"Podkarpackie","RURAL AREAS",9,NA,"PLEASED","MARRIED","NO"
"MALE",71,"Kujawsko-pomorskie","URBAN 200,000-500,000",12,2100,"MIXED","MARRIED","NO"
"MALE",47,"Zachodnio-pomorskie","URBAN 20,000-100,000",0,2500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Slaskie","URBAN 20,000-100,000",0,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",23,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",63,"Dolnoslaskie","RURAL AREAS",9,476,"MIXED","MARRIED",NA
"FEMALE",19,"Wielkopolskie","URBAN 500,000 AND OVER",3,NA,"PLEASED","SINGLE",NA
"MALE",23,"Malopolskie","RURAL AREAS",0,1800,"PLEASED","SINGLE","YES"
"MALE",62,"Wielkopolskie","URBAN BELOW 20,000",3,852,"DELIGHTED","MARRIED","NO"
"MALE",31,"Lodzkie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",61,"Warminsko-mazurskie","RURAL AREAS",4,1100,"PLEASED","MARRIED","NO"
"FEMALE",54,"Malopolskie","RURAL AREAS",1,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",48,"Podkarpackie","URBAN BELOW 20,000",0,NA,"MIXED","SINGLE","NO"
"MALE",78,"Malopolskie","URBAN 500,000 AND OVER",3,2400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",63,"Slaskie","URBAN 20,000-100,000",0,926,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",66,"Malopolskie","RURAL AREAS",6,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",47,"Warminsko-mazurskie","URBAN 200,000-500,000",2,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",60,"Podlaskie","URBAN BELOW 20,000",5,620,"MIXED","MARRIED","NO"
"MALE",76,"Malopolskie","URBAN 500,000 AND OVER",3,1500,"MIXED","MARRIED","NO"
"FEMALE",26,"Wielkopolskie","URBAN BELOW 20,000",0,950,"DELIGHTED","MARRIED","NO"
"MALE",27,"Pomorskie","RURAL AREAS",0,800,"PLEASED","MARRIED","NO"
"FEMALE",77,"Slaskie","URBAN 100,000-200,000",5,1400,"UNHAPPY","WIDOWED","NO"
"MALE",55,"Swietokrzyskie","RURAL AREAS",4,800,"PLEASED","MARRIED","NO"
"FEMALE",26,"Dolnoslaskie","URBAN 500,000 AND OVER",11,1100,"MIXED","SINGLE","NO"
"FEMALE",35,"Dolnoslaskie","URBAN 500,000 AND OVER",1,3100,"PLEASED","MARRIED","NO"
"FEMALE",57,"Mazowieckie","URBAN 100,000-200,000",1,-8,"MIXED","MARRIED","NO"
"FEMALE",30,"Wielkopolskie","RURAL AREAS",0,1000,"PLEASED","MARRIED","NO"
"MALE",61,"Podlaskie","RURAL AREAS",9,740,"MOSTLY DISSATISFIED","SINGLE","NO"
